R,Corr_x_p,Corr_x,Corr_x_m,Corr_z_p,Corr_z,Corr_z_m
193.0,6.552890593879789e-7,2.58159583372545e-6,1.7835455782277446e-6,-9.856664260833546e-17,-5.295555073983922e-16,-4.0079942822151105e-16
194.0,6.57531992252302e-7,3.234594657359335e-6,1.4605089287305158e-6,-1.8751695002707513e-21,-2.529540252591091e-20,-8.00034418738357e-21
195.0,7.703231540357387e-7,3.245666074706866e-6,1.8299356995320206e-6,-1.829588201546859e-17,-2.413878873385856e-15,-1.6893611675436322e-16
196.0,4.561179198847797e-7,3.8024183721476353e-6,1.8361992298951124e-6,-6.339225497369163e-22,-4.592255480025927e-20,-8.069611236625014e-21
197.0,4.941731205094257e-7,2.251459208189899e-6,2.1511756064761207e-6,-9.482582802565769e-17,-4.480627715262254e-16,-7.700634163715888e-16
198.0,3.915362597510038e-7,2.4393047808600473e-6,1.273737830405712e-6,-9.752654611336427e-23,-1.5524646185430308e-20,-1.46499809145597e-20
199.0,3.1345883994254176e-7,1.932675474752917e-6,1.3800093592496897e-6,-6.281051625347567e-17,-2.3222670151411697e-15,-1.4293871676613258e-16
200.0,3.377948022418097e-7,1.547274862069521e-6,1.0933895036318494e-6,-2.2608426599008904e-22,-2.3884071054505863e-21,-4.952594020761276e-21
201.0,3.5669091853688023e-7,1.6674004349097428e-6,8.753534235417959e-7,-2.3127209014361402e-17,-1.5382179426892522e-15,-7.40837865199838e-16
202.0,2.741578963818525e-7,1.7606741985064695e-6,9.433131209545514e-7,-1.6402191846339637e-22,-5.5367619262723485e-21,-7.619375416555097e-22
203.0,3.125859938645748e-7,1.3532801352396318e-6,9.960817080314571e-7,-2.8137112916008946e-16,-5.663810774401331e-16,-4.90714499859037e-16
204.0,3.903067779565873e-7,1.5429663767987223e-6,7.656030796032483e-7,-1.3299074470006697e-22,-4.0168664955308715e-21,-1.7663097556561197e-21
205.0,2.749731806981586e-7,1.9266065877685166e-6,8.729159462554213e-7,-2.2859055634956864e-17,-6.890726987215592e-15,-1.8068402365650137e-16
206.0,2.4770003659719206e-7,1.3573044879370744e-6,1.089956098792726e-6,-3.85673159630207e-22,-3.2569187801606554e-21,-1.2814404109661897e-21
207.0,3.8682035428345177e-7,1.2226805919105326e-6,7.678798120685673e-7,-1.020308044446436e-16,-5.598140507031843e-16,-2.198244834724946e-15
208.0,1.9224333217329857e-7,1.909397133063218e-6,6.917178506962037e-7,-1.0639259576004302e-22,-9.445064462466297e-21,-1.0390057386213865e-21
209.0,1.9008596480377368e-7,9.489388633185465e-7,1.0802200425412711e-6,-1.0617538003161119e-16,-2.498715556966747e-15,-1.7858904403671175e-16
210.0,1.1491785786872147e-7,9.382898087258371e-7,5.368515336872501e-7,-4.876327305668431e-23,-2.6055350241281987e-21,-3.0131166420021434e-21
211.0,1.2094878289960138e-7,5.672499544621033e-7,5.308269503221833e-7,-4.3546991915306643e-16,-2.6002154476372515e-15,-7.9712758562938285e-16
212.0,6.433154983612886e-8,5.970194090323327e-7,3.209153084657437e-7,-3.546419858667058e-23,-1.1942035527253607e-21,-8.312045908970084e-22
213.0,6.681119075151359e-8,3.175491554733643e-7,3.3775704396719695e-7,-1.5056492139485832e-12,-1.06645778939146e-14,-8.295075668426485e-16
214.0,6.235453106550873e-7,3.2978899549841234e-7,1.7964987811837588e-7,8.866049646666443e-24,-8.685116747090781e-22,-3.8096877082777577e-22
215.0,5.86943712995732e-7,3.07790325745733e-6,1.865744305247914e-7,-1.1672851188108753e-11,-3.687307117399711e-11,-3.4021596434339747e-15
216.0,1.7339613074984782e-6,2.897232863920869e-6,1.7412892950009501e-6,-2.216512411666623e-23,2.171279186772325e-22,-2.7706819696557e-22
217.0,1.1465966401124106e-7,8.559065500865706e-6,1.639077043388941e-6,-2.106493409837894e-14,-2.858659697592146e-10,-1.176306047229724e-11
218.0,9.71303118681402e-8,5.659754749633176e-7,4.842195444499282e-6,-8.866049646666492e-24,-5.428197966930842e-22,6.926704924138103e-23
219.0,7.540096060635809e-8,4.794482424744965e-7,3.201942859636378e-7,-2.2113718467404456e-14,-5.158763456250882e-13,-9.119551429230778e-11
220.0,8.837307394300152e-8,3.7218925120598744e-7,2.712424732990283e-7,1.152586454066583e-22,-2.171279186772337e-22,-1.7316762310345355e-22
221.0,1.0324474338002278e-7,4.3622134191807044e-7,2.1056190030312925e-7,-8.334760584929795e-16,-5.415608811244522e-13,-1.6457225982561993e-13
222.0,6.475470770164383e-8,5.096298962313847e-7,2.467873384559806e-7,2.8814661351663454e-23,2.822662942803885e-21,-6.926704924138142e-23
223.0,7.514031810705841e-8,3.196379194339484e-7,2.8831740587365523e-7,-1.2380575266160324e-14,-2.0411674739317196e-14,-1.727660102961516e-13
224.0,6.528805151022992e-8,3.7090268488287056e-7,1.8083157293465914e-7,-1.3299074469999744e-23,7.05665735700943e-22,9.004716401379097e-22
225.0,5.776537606480636e-8,3.222705759831046e-7,2.0983403981553445e-7,-4.252636324752423e-14,-3.031980017223289e-13,-6.5116291281097416e-15
226.0,1.0686497394251424e-7,2.851376413549254e-7,1.823209688912578e-7,6.649537234910177e-24,-3.2569187801585073e-22,2.251179100344685e-22
227.0,1.795894918803933e-8,5.274998396831809e-7,1.613134270189262e-7,-1.6398966870030791e-16,-1.0414627818151525e-12,-9.672469137463225e-14
228.0,1.5966032008450714e-8,8.864778110239491e-8,2.9842712623588243e-7,-5.762932270339057e-23,1.6284593900573285e-22,-1.0390057386207217e-22
229.0,1.463836219469455e-8,7.881047469645917e-8,5.015148929234136e-8,-6.795065577975425e-17,-4.0160766995175155e-15,-3.322421835797278e-13
230.0,1.4868338791544277e-8,7.225691848368818e-8,4.4586143372256755e-8,-1.0195957093675924e-22,-1.4113314714034456e-21,5.195028693033628e-23
231.0,1.4836859896733397e-8,7.339211380067176e-8,4.087854234554105e-8,-9.09179919346837e-18,-1.6640990103636088e-15,-1.281188454709504e-15
232.0,1.3940660523341753e-8,7.323672975524005e-8,4.152076638179369e-8,-1.0639259576027012e-22,-2.496971064790499e-21,-4.502358200694345e-22
233.0,2.1797394237539868e-8,6.881296948704812e-8,4.1432859598413963e-8,-4.1105871507950935e-18,-2.2265648310028636e-16,-5.30872440714947e-16
234.0,1.6294245823763326e-8,1.0759486051995432e-7,3.8930166773357504e-8,-1.2412469505359478e-22,-2.6055350241334578e-21,-7.9657106627662405e-22
235.0,2.109727573206767e-8,8.043058209528138e-8,6.087058726315295e-8,-6.5503829581460055e-16,-1.0066752014620861e-16,-7.103074389703803e-17
236.0,3.054288282897711e-8,1.0413898170605526e-7,4.550270098773944e-8,7.757793440832359e-23,-3.039790861487722e-21,-8.312045908987003e-22
237.0,1.3789985598788902e-8,1.5076376478989626e-7,5.891546253046844e-8,-1.279449890490377e-16,-1.604176688669249e-14,-3.211444258299043e-17
238.0,1.4956929346078654e-8,6.806921785717678e-8,8.529291135669924e-8,5.696436897963206e-22,1.8998692884255936e-21,-9.697386893813984e-22
239.0,3.30362055884204e-8,7.382940865594835e-8,3.8509397618871343e-8,-2.0562441419619244e-18,-3.1333491518883824e-15,-5.117563250432085e-15
240.0,3.008698534557029e-8,1.6307114023165938e-7,4.176816104841281e-8,1.2212983388240505e-21,1.3950468774963278e-20,6.060866808620232e-22
241.0,5.02487716087907e-8,1.4851339368571732e-7,9.22556711687316e-8,-1.4831186509972405e-18,-5.035703927273484e-17,-9.99585181840444e-16
242.0,4.446004461351591e-8,2.480346739444514e-7,8.401978910896151e-8,8.91037989486904e-22,2.99093707976847e-20,4.450407913743126e-21
243.0,4.8839505693858524e-8,2.1946074135153574e-7,1.403228387644551e-7,-3.542744299231457e-19,-3.6321301848499904e-17,-1.606464770389557e-17
244.0,3.986904286700545e-8,2.410783484359876e-7,1.241574564316605e-7,6.804693103792965e-22,2.1821355826986638e-20,9.541536032967031e-21
245.0,4.614149920851473e-8,1.967989411758093e-7,1.3638737551976462e-7,-7.008514848728985e-19,-8.676115358535852e-18,-1.1587037815762893e-17
246.0,4.1680405413707395e-8,2.2776062667947817e-7,1.1133679679726238e-7,3.4355942380713467e-22,1.6664567758420002e-20,6.961338448734791e-21
247.0,4.160386664077771e-8,2.057400695712308e-7,1.2885302359618208e-7,-1.1889442538403398e-18,-1.7163723425589546e-17,-2.7678103932670655e-18
248.0,4.60061389940921e-8,2.0536226392584059e-7,1.1639514004520685e-7,6.560876738510818e-22,8.413706848713632e-21,5.316246029257619e-21
249.0,5.059700591500482e-8,2.27092470512184e-7,1.1618140073279824e-7,-9.530620173367407e-19,-2.9117025192666554e-17,-5.475484144844661e-18
250.0,4.257443612260766e-8,2.497536051706828e-7,1.2847502172796877e-7,3.967557216869871e-22,1.6067465982060502e-20,2.6840981580942216e-21
251.0,4.678955246305493e-8,2.101531250207218e-7,1.4129530485344942e-7,-1.237578452325411e-17,-2.3340312785348255e-17,-9.288765953300457e-18
252.0,8.265907596396892e-8,2.3095950443394247e-7,1.1889177673897911e-7,3.1611900015083993e-20,9.71647436077345e-21,5.1257616438447426e-21
253.0,2.2369384329847517e-7,4.080162817688855e-7,1.3066275285793623e-7,-4.0398892694877986e-20,-3.030806773142245e-16,-7.445908409438184e-18
254.0,1.657607675972778e-7,1.1041828030719876e-6,2.3083064157695255e-7,1.7694418582275618e-20,7.741695940410972e-19,3.0997004535413663e-21
255.0,1.9296674823111585e-7,8.182173738269088e-7,6.246790538513821e-7,-3.922307006907611e-20,-9.893614209034156e-19,-9.66872631359362e-17
256.0,-1.6749749809846243e-7,9.525097419745252e-7,4.6289731510483626e-7,3.462192387011716e-20,4.3333304369864416e-19,2.469716640693224e-19
257.0,-2.3211609099086033e-7,-8.267901084391006e-7,5.388717182928972e-7,-1.30195740141054e-17,-9.60565741958284e-19,-3.1562107121824156e-19
258.0,-1.1618528331159136e-8,-1.1457561469245342e-6,-4.6774724369597563e-7,5.541281029155853e-23,8.478845224317707e-19,1.3823971352302592e-19
259.0,-1.1146127490856347e-8,-5.735061363827018e-8,-6.481987075092663e-7,-8.723027693064367e-17,-3.1884696304576326e-16,-3.064348195178897e-19
260.0,-1.4693622631138757e-8,-5.5018779751706295e-8,-3.244546733174851e-8,6.206234752655086e-23,1.3570494917300905e-21,2.7048782728669245e-19
261.0,-1.3710874240257639e-8,-7.252969140721716e-8,-3.11262584272585e-8,-1.045491386292142e-16,-2.136253371642109e-15,-1.0171694378315083e-16
262.0,-1.3121295441949954e-8,-6.767871358432865e-8,-4.1032860571945646e-8,5.984583511497053e-23,1.519895430737831e-21,4.3291905775779785e-22
263.0,-1.0244004511530834e-8,-6.47684735859995e-8,-3.828847420020965e-8,-3.6036682858748347e-17,-2.560389096053387e-15,-6.814967344653663e-16
264.0,-1.0276657572498605e-8,-5.056577977039618e-8,-3.66420385162098e-8,2.6598148939885746e-23,1.4656134510706348e-21,4.84869344688775e-22
265.0,-1.4569238105538715e-8,-5.072695965740884e-8,-2.8607023561993466e-8,-4.2037282125475254e-16,-8.825317076662247e-16,-8.16802365807309e-16
266.0,-1.255515592499511e-8,-7.191571271155596e-8,-2.869820927783582e-8,-4.433024823335654e-24,6.513837560289174e-22,4.675525823791036e-22
267.0,-1.243104495751657e-8,-6.197393302313331e-8,-4.0685509001514134e-8,-4.232667772590525e-15,-1.029485275469421e-14,-2.815407969956088e-16
268.0,-3.5233503206605166e-8,-6.136130464703813e-8,-3.506105849197487e-8,-3.103117376333275e-23,-1.085639593386758e-22,2.078011477232561e-22
269.0,-3.209378661393641e-8,-1.739172958855428e-7,-3.4714470849714065e-8,-1.5716850846310534e-14,-1.0365725202760448e-13,-3.2842118014928426e-15
270.0,-6.703593837107325e-8,-1.5841923381541764e-7,-9.839176225160649e-8,-8.866049646667207e-24,-7.599477153703186e-22,-3.463352462070951e-23
271.0,-3.6180235694751117e-8,-3.308983798823991e-7,-8.962390721568219e-8,-2.1041499526911013e-15,-3.8490277451168313e-13,-3.3068211710376066e-14
272.0,-3.587080471120594e-8,-1.7859049438356985e-7,-1.872020523148968e-7,-3.546419858666714e-23,-2.171279186772512e-22,-2.4243467234483515e-22
273.0,-3.326631280205854e-8,-1.7706310156072692e-7,-1.0103557196145295e-7,-8.785090289582712e-16,-5.1530243730063236e-14,-1.2278973430700185e-13
274.0,-3.364670296569667e-8,-1.6420698029062316e-7,-1.0017146657892157e-7,-3.1031173763338517e-23,-8.685116747089634e-22,-6.926704924138699e-23
275.0,-4.782296797309499e-8,-1.6608463714051022e-7,-9.289825996053957e-8,-6.680186578275815e-16,-2.1514523869072763e-14,-1.6438917449781733e-14
276.0,-4.4184300344378884e-8,-2.3606058195037377e-7,-9.396052329336975e-8,-1.0639259576001274e-22,-7.599477153704595e-22,-2.770681969655348e-22
277.0,-6.725811562934075e-8,-2.1809963066767733e-7,-1.335486303301465e-7,-5.063616128105968e-15,-1.6359653555137536e-14,-6.863454473604752e-15
278.0,-4.569040325505479e-8,-3.3199507661841557e-7,-1.2338742330687966e-7,1.3299074469999206e-23,-2.6055350241271665e-21,-2.424346723448801e-22
279.0,-4.587585379315093e-8,-2.2553395657089863e-7,-1.8782249621015658e-7,-2.2293231011073529e-13,-1.2400702378795537e-13,-5.2189738458977e-15
280.0,-2.393638556469857e-7,-2.264493652918842e-7,-1.275933099212397e-7,-8.86604964666645e-24,3.256918780158375e-22,-8.312045908966925e-22
281.0,-1.698303213902498e-7,-1.1815320850370857e-6,-1.2811119215244418e-7,-1.4682451183225265e-13,-5.459571101679546e-12,-3.956009286356253e-14
282.0,-2.1067597151058e-7,-8.383052369889711e-7,-6.68438543801425e-7,2.4381636528332712e-23,-2.1712791867723267e-22,1.0390057386206797e-22
283.0,-1.5017552269436486e-7,-1.0399248425092952e-6,-4.7426179870217234e-7,-1.255173358152926e-13,-3.5957051780399254e-12,-1.7416847302696349e-12
284.0,-1.791442506390902e-7,-7.412865153387725e-7,-5.88325832360296e-7,-2.2165124116667032e-23,5.971017763623892e-22,-6.926704924138109e-23
285.0,-2.049211606829998e-8,-8.842800405595651e-7,-4.193745435504862e-7,-1.5495965790152036e-15,-3.0738963725652403e-12,-1.1470836603294747e-12
286.0,-2.0543105674225723e-8,-1.0115183246675502e-7,-5.002715288986401e-7,-4.433024824805089e-24,-5.428197966931036e-22,1.9048438541379777e-22
287.0,-2.811077939861286e-8,-1.0140352399821797e-7,-5.722551630479268e-8,-1.491816687430908e-18,-3.7949334028120744e-14,-9.806188571994427e-13
288.0,-2.5792445488361564e-8,-1.3875857616466686e-7,-5.736790796974096e-8,-7.224228371732477e-33,-1.085639593743056e-22,-1.7316762310345975e-22
289.0,-6.158400482346454e-8,-1.2731496914477015e-7,-7.850111035168186e-8,-9.966200160570319e-18,-3.653431515449275e-17,-1.2106404398753315e-14
290.0,-2.1716564146903437e-8,-3.0398690490394536e-7,-7.202701785001106e-8,-1.2040476173077584e-34,-1.7517058981174923e-31,-3.463352463210004e-23
291.0,-1.9389474065375867e-8,-1.071958723549899e-7,-1.7197718675790006e-7,-2.65238709332545e-17,-2.4407040129495237e-16,-1.165499224212952e-17
292.0,-2.846961321489328e-8,-9.570904369965852e-8,-6.064486417760441e-8,7.092839717115767e-23,-2.9194882127361626e-33,-5.600028064133199e-32
293.0,-3.563741648212651e-8,-1.405298279937525e-7,-5.4146319519774065e-8,-2.3497628919722206e-16,-6.495647005151788e-16,-7.786210365775766e-17
294.0,-1.0063720342132246e-8,-1.7591106596963063e-7,-7.950317623574547e-8,1.329907446999491e-23,1.7370233493651515e-21,-9.333281839435247e-34
295.0,-9.851249945606013e-9,-4.967587293800101e-8,-9.951971534629071e-8,-4.244197879740317e-15,-5.754525925146614e-15,-2.0722084191934635e-16
296.0,-3.645574089585084e-8,-4.862709057302051e-8,-2.810356873865942e-8,-8.866049646671713e-24,3.2569187801573346e-22,5.5413639391419805e-22
297.0,-2.2123381718995045e-8,-1.7995042499554156e-7,-2.7510231862165886e-8,-7.356126749369923e-16,-1.0393962222255829e-13,-1.835779724652289e-15
298.0,-2.205700082450121e-8,-1.0920397843635264e-7,-1.018049374738715e-7,-1.32990744700094e-23,-2.171279186773593e-22,1.0390057386203469e-22
299.0,-2.2960472039345302e-8,-1.0887631344087566e-7,-6.17809277020962e-8,-5.314652155202697e-16,-1.8015018550395835e-14,-3.3158292020263753e-14
300.0,-2.185422868142624e-8,-1.1333596849347492e-7,-6.15955549007942e-8,-2.2165124116672242e-23,-3.2569187801608253e-22,-6.926704924142171e-23
301.0,-2.0046868436822728e-8,-1.0787540295525849e-7,-6.411855479810633e-8,-3.211825050138739e-16,-1.3015484972860332e-14,-5.7470600053304396e-15
302.0,-2.0106025535274434e-8,-9.895403045961779e-8,-6.102930100388002e-8,2.2165124116548416e-24,-5.428197966932282e-22,-1.0390057386214652e-22
303.0,-2.325297279188951e-8,-9.924603782927459e-8,-5.5982134434963655e-8,-7.564129105528404e-16,-7.865700229246313e-15,-4.152134116778225e-15
304.0,-2.5291491313589106e-8,-1.1477979142611581e-7,-5.614733433382779e-8,6.649537234984056e-24,5.428197966902619e-23,-1.7316762310349967e-22
305.0,-2.407471216792103e-8,-1.2484219217087414e-7,-6.493538145125042e-8,-9.575482235230376e-17,-1.8524412479083287e-14,-2.5092758619676833e-15
306.0,-1.8076062212590916e-8,-1.1883600716384835e-7,-7.0628071972446e-8,-4.433024823342226e-24,1.6284593900754605e-22,1.731676231025498e-23
307.0,-2.047235816968748e-8,-8.922586669392839e-8,-6.723014007474763e-8,-6.971306535187695e-16,-2.3450179146458886e-15,-5.909564277323913e-15
308.0,-2.5230992898496135e-8,-1.0105430483009319e-7,-5.04785347411811e-8,-1.3299074470020735e-23,-1.0856395933883223e-22,5.195028693091487e-23
309.0,-2.8818746163090367e-8,-1.2454356388243412e-7,-5.717034113672423e-8,-1.466211541277193e-15,-1.7072600953043836e-14,-7.480957419688367e-16
310.0,-2.31089522937971e-8,-1.4225319503729985e-7,-7.045912636293575e-8,-1.329907447000032e-23,-3.2569187801635586e-22,-3.463352462075952e-23
311.0,-2.1933431414389254e-8,-1.1406888693746912e-7,-8.047815183870829e-8,-7.916427771657162e-15,-3.590724985425942e-14,-5.446414715016966e-15
312.0,-4.652107730938166e-8,-1.0826635826455302e-7,-6.453319519901827e-8,-4.4330248233334186e-24,-3.256918780158645e-22,-1.0390057386223322e-22
313.0,-2.8539097493095938e-8,-2.2963427507864624e-7,-6.125047959136563e-8,-4.578450375526959e-15,-1.9387185405898263e-13,-1.1454949044964139e-14
314.0,-3.479616837481197e-8,-1.408728117073136e-7,-1.2991301919303296e-7,1.0417608334816861e-22,-1.08563959338621e-22,-1.0390057386207657e-22
315.0,-1.4608587331706641e-8,-1.7175855251858257e-7,-7.969721543023544e-8,-3.4226857794471254e-16,-1.1212540411199192e-13,-6.184801728097156e-14
316.0,-1.1591610044287088e-8,-7.210994576780877e-8,-9.717047737003618e-8,3.9897223409989974e-23,2.5512530444535627e-21,-3.463352462069203e-23
317.0,-8.25625794614389e-9,-5.721774136510427e-8,-4.079539417771136e-8,-3.0844857923536967e-16,-8.38209426097937e-15,-3.576967871285031e-14
318.0,-1.0412886668700707e-8,-4.075399620942841e-8,-3.2370296331436276e-8,-4.433024823460075e-24,9.77075634047328e-22,8.138878285849736e-22
319.0,-3.7221610257594223e-9,-5.139940474166483e-8,-2.305611690562097e-8,-8.327680020683272e-18,-7.553848738734288e-15,-2.6740132713962077e-15
320.0,-3.6977063097162195e-9,-1.8373085885177593e-8,-2.9078637552824522e-8,-2.1278519152313437e-22,-1.0856395934168381e-22,3.1170172158614486e-22
321.0,-1.0880006405585133e-8,-1.8252374127934983e-8,-1.0394367558676929e-8,-2.4917098285129923e-18,-2.0394334568433359e-16,-2.4097905784149473e-15
322.0,-8.074168283419559e-9,-5.3705170393673006e-8,-1.0326076234003736e-8,-1.9062006740634154e-22,-5.211070048329487e-21,-3.4633524621671265e-23
323.0,-1.075706949455719e-8,-3.9855177219899575e-8,-3.0383098645599876e-8,-6.563671031410812e-18,-6.102151351193513e-17,-6.506097354582829e-17
324.0,-5.036530036363205e-9,-5.3098337317633817e-8,-2.2547620129192095e-8,-9.75265461136554e-23,-4.668250251633235e-21,-1.6624091818174164e-21
325.0,-4.931637127671561e-9,-2.4860987550235795e-8,-3.0039789629470436e-8,-1.2960164961091252e-17,-1.607430913297196e-16,-1.946677427943588e-17
326.0,-4.19679429266224e-9,-2.4343222089042598e-8,-1.40648252603938e-8,-3.5464198586728515e-23,-2.3884071054573616e-21,-1.4892415587129689e-21
327.0,-3.857613359543746e-9,-2.071593932875981e-8,-1.3771905249768525e-8,-1.7518824486354713e-17,-3.173920463127975e-16,-5.1279447129391334e-17
328.0,-4.345828234868084e-9,-1.9041696765992304e-8,-1.171981065415544e-8,-1.7732099293383462e-23,-8.685116747104304e-22,-7.61937541657695e-22
329.0,-4.1471276392453434e-9,-2.145159084974577e-8,-1.0772626675998314e-8,-2.808362614914315e-17,-4.2903277615727944e-16,-1.0125280361124987e-16
330.0,-4.973499907713768e-9,-2.0470778068260123e-8,-1.2135997262769665e-8,-8.866049646805992e-24,-4.342558373556667e-22,-2.770681969660071e-22
331.0,-5.5361524401392135e-9,-2.454986238423263e-8,-1.1581113416875965e-8,-8.934001873290643e-17,-6.877628176879268e-16,-1.3686786399291188e-16
332.0,-6.5334271067635665e-9,-2.7327190723931808e-8,-1.3888809682389366e-8,4.4330248233268036e-23,-2.1712791868052406e-22,-1.385340984831504e-22
333.0,-6.129662538814541e-9,-3.224987219155123e-8,-1.5460052084179518e-8,-8.71151078241404e-17,-2.1879205587429306e-15,-2.194066118542467e-16
334.0,-6.495183976660237e-9,-3.0256836147978785e-8,-1.8245003989849518e-8,5.541281029163016e-23,1.085639593384626e-21,-6.926704924244963e-23
335.0,-6.6081075224432e-9,-3.2061098973776965e-8,-1.711746617045062e-8,-4.193826994738177e-16,-2.1334329014986305e-15,-6.979793388978585e-16
336.0,-1.0737568937526852e-8,-3.261850473638926e-8,-1.8138207656181445e-8,-1.773209929333614e-23,1.3570494917318436e-21,3.463352462064089e-22
337.0,-7.124192469513729e-9,-5.300207995352521e-8,-1.8453553723347546e-8,-3.224434310278826e-16,-1.0270604855183537e-14,-6.80596962363713e-16
338.0,-9.111930638526548e-9,-3.516596923106124e-8,-2.998533310389291e-8,3.7680710997181875e-23,-4.34255837354553e-22,4.329190577583581e-22
339.0,-1.0206160373373102e-9,-4.4977711346400514e-8,-1.9894753229203315e-8,-3.436481220132224e-18,-7.896580074464186e-15,-3.2764763593797394e-15
340.0,-9.999548249093178e-10,-5.0378976030361414e-9,-2.54456364382132e-8,-4.146793990808177e-33,9.22793654345065e-22,-1.3853409848278849e-22
341.0,-3.9556692658023577e-10,-4.935911088265746e-9,-2.850134139345868e-9,-3.966670521680018e-19,-8.415879044477642e-17,-2.5191269938535864e-15
342.0,-3.9546606861650367e-10,-1.9525713866480274e-9,-2.792436410967104e-9,-8.866049663708129e-24,-1.099296487842876e-31,2.9438495926625854e-22
343.0,-2.495936423213538e-10,-1.9520735382161556e-9,-1.1046453880468926e-9,-5.31309855878247e-20,-9.714302860819578e-18,-2.6847911196229356e-17
344.0,-2.545887323546329e-10,-1.2320276836569123e-9,-1.1043637358737756e-9,-3.635080366375843e-22,-2.171279191176273e-22,-3.3410579315147886e-32
345.0,-1.0427274432529096e-9,-1.2566841177957082e-9,-6.970058565715298e-10,-1.0613292193042574e-21,-1.3011680290158388e-18,-3.0990077064040188e-18
346.0,-9.093347537605216e-10,-5.147042467301079e-9,-7.10954957898458e-10,-3.9897223535067924e-22,-8.902244694543406e-21,-6.926704937726885e-23
347.0,-1.2580810706937625e-9,-4.4885982668655665e-9,-2.9118815894132803e-9,-1.3045828243850367e-21,-2.599175988567073e-20,-4.1509203391787524e-19
348.0,-1.2706171696528694e-9,-6.21005684665561e-9,-2.539374162656126e-9,-4.787666825006353e-22,-9.770756372279289e-21,-2.8399490278262357e-21
349.0,-1.5496280096707368e-9,-6.271936711939985e-9,-3.5132700646988264e-9,-1.2850043928365148e-21,-3.194900019405825e-20,-8.291757741673958e-21
350.0,-1.7169373908324285e-9,-7.649171627642745e-9,-3.5482779049939233e-9,-1.7687769106115313e-21,-1.17249076481639e-20,-3.117017225770281e-21
351.0,-2.6262504166546743e-9,-8.475033165659468e-9,-4.327433136784437e-9,-1.8619858917509397e-22,-3.1469530558838206e-20,-1.0192203882824308e-20
352.0,-2.6965575695489965e-9,-1.296352418050873e-8,-4.794655047859622e-9,-2.240805395474632e-19,-4.3317019925994086e-20,-3.7404206714836325e-21
353.0,-2.633601417840873e-8,-1.3310569713877648e-8,-7.333968593674154e-9,-6.068329191391457e-24,-4.559970691901909e-21,-1.003924453586088e-20
354.0,-2.6054774213147892e-8,-1.29998097079756e-7,-7.530305716732785e-9,-4.718068335847113e-18,-5.487691035693476e-18,-1.3818776371356845e-20
355.0,-1.2164955140591348e-7,-1.286098589029761e-7,-7.35449674138717e-8,8.598433476538419e-23,-1.4861233475098069e-22,-1.4546978568155912e-21
356.0,-1.2168564574439778e-7,-6.004784963375293e-7,-7.275958721394977e-8,-3.6520278217050095e-17,-1.1554462232508755e-16,-1.750655408599352e-18
357.0,-3.4450990473149736e-7,-6.00656662831765e-7,-3.3971398382177184e-7,-1.3312220714499784e-23,2.1057401725893455e-21,-4.7409518824559186e-23
358.0,-3.161820404395526e-7,-1.7005470811501792e-6,-3.3981477952038464e-7,-1.0323528058039253e-16,-8.943748698455143e-16,-3.686046038167272e-17
359.0,-5.989584417433005e-7,-1.560716944845596e-6,-9.62065464822685e-7,-8.90104237338459e-24,-3.260138330289265e-22,6.717627054194223e-22
360.0,-6.150132361953841e-7,-2.9565391759365227e-6,-8.829581313232207e-7,-2.373009722029681e-16,-2.5282129583953543e-15,-2.853189425258259e-16
361.0,-9.591278069240976e-7,-3.0357877939558905e-6,-1.6726289251936833e-6,-2.2179062611069556e-23,-2.1798486529019296e-22,-1.0400327619733928e-22
362.0,-9.70244265448949e-7,-4.734383453462513e-6,-1.7174629432441433e-6,-5.659303906839131e-16,-5.811456990190139e-15,-8.065376969883773e-16
363.0,-1.41522636501652e-6,-4.789255783220042e-6,-2.678424413153733e-6,4.4326569201526094e-24,-5.431611033475728e-22,-6.954040192733764e-23
364.0,-1.233904291089947e-6,-6.985747089249343e-6,-2.709467819137611e-6,-7.727035501201901e-16,-1.3859530765383139e-14,-1.8539415840943912e-15
365.0,-1.7415604466523878e-6,-6.090717020943322e-6,-3.952108174516331e-6,-8.86634924439795e-24,1.0855495016996675e-22,-1.7327650255005246e-22
366.0,-1.5809984162252398e-6,-8.596575870611112e-6,-3.4457549378190254e-6,-1.8978340245174072e-15,-1.892336725806439e-14,-4.421397330368024e-15
367.0,-2.464354411976245e-6,-7.804020160495208e-6,-4.863416516086479e-6,-1.0137538865522886e-27,-2.171352559361842e-22,3.4630650534399617e-23
368.0,-1.002538428055069e-6,-1.2164383794631217e-5,-4.415036999810273e-6,-3.116602958972376e-16,-4.6477604813911755e-14,-6.036836808743609e-15
369.0,-1.0319096320703334e-6,-4.948664099799002e-6,-6.8818638892074366e-6,2.210776458525629e-24,-2.483641270342166e-26,-6.926939004973483e-23
370.0,-4.775914861333215e-7,-5.093644300867396e-6,-2.799651288810436e-6,-7.877320229876675e-17,-7.632503096565615e-15,-1.4827050159547632e-14
371.0,-4.92876220838109e-7,-2.357455610337767e-6,-2.8816722137687016e-6,-5.465854459722081e-24,5.414146539700656e-23,-7.9242087291373e-27
372.0,-3.1217212738131e-8,-2.4329031101959764e-6,-1.3337041077537795e-6,-2.4036303977828403e-19,-1.929141178348202e-15,-2.4348824925205977e-15
373.0,-3.032327877682933e-8,-1.5409234763467013e-7,-1.3763876857772584e-6,-3.9023903363333354e-24,-1.3385769662953838e-22,1.7271932799653003e-23
